,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
15033,,Italy,43.0,12.0,3/18/20,35713,0.0,2978
15034,,Jamaica,18.1096,-77.2975,3/18/20,13,2.0,0
15035,,Japan,36.0,138.0,3/18/20,889,0.0,29
15036,,Jordan,31.24,36.51,3/18/20,52,0.0,0
15037,,Kazakhstan,48.0196,66.9237,3/18/20,35,0.0,0
15038,,Kenya,-0.0236,37.9062,3/18/20,3,1.0,0
15039,,"Korea, South",36.0,128.0,3/18/20,8413,1.0,84
15040,,Kuwait,29.5,47.75,3/18/20,142,1.0,0
15041,,Kyrgyzstan,41.2044,74.7661,3/18/20,3,12.0,0
15042,,Latvia,56.8796,24.6032,3/18/20,71,13.0,0
15043,,Lebanon,33.8547,35.8623,3/18/20,133,0.0,3
15044,,Liberia,6.4281,-9.4295,3/18/20,2,0.0,0
15045,,Liechtenstein,47.14,9.55,3/18/20,28,0.0,0
15046,,Lithuania,55.1694,23.8813,3/18/20,27,1.0,0
15047,,Luxembourg,49.8153,6.1296,3/18/20,203,13.0,2
15048,,Madagascar,-18.7669,46.8691,3/18/20,0,1.0,0
15049,,Malaysia,2.5,112.5,3/18/20,790,5.0,2
15050,,Maldives,3.2028,73.2207,3/18/20,13,27.0,0
15051,,Malta,35.9375,14.3754,3/18/20,38,52.0,0
15052,,Mauritania,21.0079,10.9408,3/18/20,1,12.0,0
15053,,Mauritius,-20.2,57.5,3/18/20,3,0.0,0
15054,,Mexico,23.6345,-102.5528,3/18/20,118,0.0,0
15055,,Moldova,47.4116,28.3699,3/18/20,30,0.0,1
15056,,Monaco,43.7333,7.4167,3/18/20,7,0.0,0
15057,,Mongolia,46.8625,103.8467,3/18/20,6,4.0,0
15058,,Montenegro,42.5,19.3,3/18/20,2,16.0,0
15059,,Morocco,31.7917,-7.0926,3/18/20,49,5.0,2
15060,,Namibia,-22.9576,18.4904,3/18/20,2,1.0,0
15061,,Nepal,28.1667,84.25,3/18/20,1,0.0,0
15062,Aruba,Netherlands,12.5186,-70.0358,3/18/20,4,140.0,0
15063,Curacao,Netherlands,12.1696,-68.99,3/18/20,3,0.0,0
15064,Sint Maarten,Netherlands,18.0425,-63.0548,3/18/20,0,0.0,0
15065,,Netherlands,52.1326,5.2913,3/18/20,2051,0.0,58
15066,,New Zealand,-40.9006,174.886,3/18/20,20,0.0,0
15067,,Nicaragua,12.8654,-85.2072,3/18/20,0,2125.0,0
15068,,Niger,17.6078,8.0817,3/18/20,0,1.0,0
15069,,Nigeria,9.082,8.6753,3/18/20,8,0.0,0
15070,,North Macedonia,41.6086,21.7453,3/18/20,35,0.0,0
15071,,Norway,60.472,8.4689,3/18/20,1550,16.0,6
15072,,Oman,21.0,57.0,3/18/20,39,15.0,0
15073,,Pakistan,30.3753,69.3451,3/18/20,299,0.0,0
15074,,Panama,8.538,-80.7821,3/18/20,86,28.0,1
15075,,Papua New Guinea,-6.315,143.9555,3/18/20,0,0.0,0
15076,,Paraguay,-23.4425,-58.4438,3/18/20,11,42.0,0
15077,,Peru,-9.19,-75.0152,3/18/20,145,0.0,0
15078,,Philippines,13.0,122.0,3/18/20,202,1.0,19
15079,,Poland,51.9194,19.1451,3/18/20,251,1.0,5
15080,,Portugal,39.3999,-8.2245,3/18/20,448,0.0,2
15081,,Qatar,25.3548,51.1839,3/18/20,452,0.0,0
15082,,Romania,45.9432,24.9668,3/18/20,260,0.0,0
15083,,Russia,60.0,90.0,3/18/20,147,1.0,0
15084,,Rwanda,-1.9403,29.8739,3/18/20,8,38.0,0
15085,,Saint Lucia,13.9094,-60.9789,3/18/20,2,0.0,0
15086,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/18/20,1,0.0,0
15087,,San Marino,43.9424,12.4578,3/18/20,119,0.0,11
15088,,Saudi Arabia,24.0,45.0,3/18/20,171,2.0,0
15089,,Senegal,14.4974,-14.4524,3/18/20,31,0.0,0
15090,,Serbia,44.0165,21.0059,3/18/20,83,0.0,0
15091,,Seychelles,-4.6796,55.492,3/18/20,4,65.0,0
15092,,Singapore,1.2833,103.8333,3/18/20,313,0.0,0
15093,,Slovakia,48.669,19.699,3/18/20,105,176.0,1
15094,,Slovenia,46.1512,14.9955,3/18/20,275,0.0,1
15095,,Somalia,5.1521,46.1996,3/18/20,1,0.0,0
15096,,South Africa,-30.5595,22.9375,3/18/20,116,17.0,0
15097,,Spain,40.0,-4.0,3/18/20,13910,0.0,623
15098,,Sri Lanka,7.0,81.0,3/18/20,51,0.0,0
15099,,Sudan,12.8628,30.2176,3/18/20,2,17.0,1
15100,,Suriname,3.9193,-56.0278,3/18/20,1,0.0,0
15101,,Sweden,63.0,16.0,3/18/20,1279,0.0,10
15102,,Switzerland,46.8182,8.2275,3/18/20,3028,0.0,28
15103,,Taiwan*,23.7,121.0,3/18/20,100,0.0,1
15104,,Tanzania,-6.369,34.8888,3/18/20,3,0.0,0
15105,,Thailand,15.0,101.0,3/18/20,212,0.0,1
15106,,Togo,8.6195,0.8248,3/18/20,1,0.0,0
15107,,Trinidad and Tobago,10.6918,-61.2225,3/18/20,7,0.0,0
15108,,Tunisia,34.0,9.0,3/18/20,29,0.0,0
15109,,Turkey,38.9637,35.2433,3/18/20,98,0.0,1
15110,,Uganda,1.0,32.0,3/18/20,0,0.0,0
15111,,Ukraine,48.3794,31.1656,3/18/20,14,0.0,2
15112,,United Arab Emirates,24.0,54.0,3/18/20,113,0.0,0
15113,Bermuda,United Kingdom,32.3078,-64.7505,3/18/20,0,0.0,0
15114,Cayman Islands,United Kingdom,19.3133,-81.2546,3/18/20,1,0.0,1
15115,Channel Islands,United Kingdom,49.3723,-2.3644,3/18/20,6,0.0,0
15116,Gibraltar,United Kingdom,36.1408,-5.3536,3/18/20,8,0.0,0
15117,Isle of Man,United Kingdom,54.2361,-4.5481,3/18/20,0,0.0,0
15118,Montserrat,United Kingdom,16.7425,-62.1874,3/18/20,1,0.0,0
15119,,United Kingdom,55.3781,-3.4360000000000004,3/18/20,2626,0.0,115
15120,,Uruguay,-32.5228,-55.7658,3/18/20,79,1.0,0
15121,,US,37.0902,-95.7129,3/18/20,7783,2.0,164
15122,,Uzbekistan,41.3775,64.5853,3/18/20,15,65.0,0
15123,,Venezuela,6.4238,-66.5897,3/18/20,36,1.0,0
15124,,Vietnam,16.0,108.0,3/18/20,75,0.0,0
15125,,Zambia,-15.4167,28.2833,3/18/20,2,0.0,0
15126,,Zimbabwe,-20.0,30.0,3/18/20,0,3.0,0
15127,Diamond Princess,Canada,0.0,0.0,3/18/20,0,2.0,0
15128,,Dominica,15.415,-61.371,3/18/20,0,0.0,0
15129,,Grenada,12.1165,-61.679,3/18/20,0,4.0,0
15130,,Mozambique,-18.665695,35.529562,3/18/20,0,0.0,0
15131,,Syria,34.802075,38.99681500000001,3/18/20,0,8.0,0
15132,,Timor-Leste,-8.874217,125.727539,3/18/20,0,3.0,0
15133,,Belize,13.1939,-59.5432,3/18/20,0,3.0,0
15134,Recovered,Canada,0.0,0.0,3/18/20,0,70.0,0
15135,,Laos,19.85627,102.495496,3/18/20,0,0.0,0
15136,,Libya,26.3351,17.228331,3/18/20,0,9.0,0
15137,,West Bank and Gaza,31.9522,35.2332,3/18/20,41,10.0,0
15138,,Guinea-Bissau,11.8037,-15.1804,3/18/20,0,0.0,0
15139,,Mali,17.570692,-3.996166000000001,3/18/20,0,149.0,0
15140,,Saint Kitts and Nevis,17.357822,-62.782998,3/18/20,0,3.0,0
15141,Northwest Territories,Canada,64.8255,-124.8457,3/18/20,0,0.0,0
15142,Yukon,Canada,64.2823,-135.0,3/18/20,0,15.0,0
15143,,Kosovo,42.602636,20.902977,3/18/20,0,263.0,0
15144,,Burma,21.9162,95.956,3/18/20,0,0.0,0
15145,Anguilla,United Kingdom,18.2206,-63.0686,3/18/20,0,0.0,0
15146,British Virgin Islands,United Kingdom,18.4207,-64.64,3/18/20,0,0.0,0
15147,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/18/20,0,0.0,0
15148,,MS Zaandam,0.0,0.0,3/18/20,0,2.0,0
15149,,Botswana,-22.3285,24.6849,3/18/20,0,2.0,0
15150,,Burundi,-3.3731,29.9189,3/18/20,0,2.0,0
15151,,Sierra Leone,8.460555000000001,-11.779889,3/18/20,0,3.0,0
15152,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/18/20,0,5.0,0
15153,,Malawi,-13.254307999999998,34.301525,3/18/20,0,0.0,0
15154,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/18/20,0,1.0,0
15155,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/18/20,0,0.0,0
15156,,South Sudan,6.877000000000002,31.307,3/18/20,0,10.0,0
15157,,Western Sahara,24.2155,-12.8858,3/18/20,0,0.0,0
15158,,Sao Tome and Principe,0.18636,6.613081,3/18/20,0,0.0,0
15159,,Yemen,15.552727,48.516388,3/18/20,0,8.0,0
15160,,Comoros,-11.6455,43.3333,3/18/20,0,984.0,0
15161,,Tajikistan,38.861034,71.276093,3/18/20,0,400.0,0
15162,,Afghanistan,33.0,65.0,3/19/20,22,570.0,0
15163,,Albania,41.1533,20.1683,3/19/20,64,295.0,2
15164,,Algeria,28.0339,1.6596,3/19/20,87,114.0,9
15165,,Andorra,42.5063,1.5218,3/19/20,53,1329.0,0
15166,,Angola,-11.2027,17.8739,3/19/20,0,250.0,0
15167,,Antigua and Barbuda,17.0608,-61.7964,3/19/20,1,144.0,0
15168,,Argentina,-38.4161,-63.6167,3/19/20,97,161.0,3
15169,,Armenia,40.0691,45.0382,3/19/20,115,310.0,0
15170,Australian Capital Territory,Australia,-35.4735,149.0124,3/19/20,4,466.0,0
15171,New South Wales,Australia,-33.8688,151.2093,3/19/20,307,1250.0,5
15172,Northern Territory,Australia,-12.4634,130.8456,3/19/20,1,100.0,0
15173,Queensland,Australia,-28.0167,153.4,3/19/20,144,59433.0,0
15174,South Australia,Australia,-34.9285,138.6007,3/19/20,42,1014.0,0
15175,Tasmania,Australia,-41.4545,145.9707,3/19/20,10,74.0,0
15176,Victoria,Australia,-37.8136,144.9631,3/19/20,121,631.0,0
15177,Western Australia,Australia,-31.9505,115.8605,3/19/20,52,934.0,1
15178,,Austria,47.5162,14.5501,3/19/20,2013,92.0,6
15179,,Azerbaijan,40.1431,47.5769,3/19/20,44,124.0,1
15180,,Bahamas,25.0343,-77.3963,3/19/20,3,10.0,0
15181,,Bahrain,26.0275,50.55,3/19/20,278,75.0,1
15182,,Bangladesh,23.685,90.3563,3/19/20,17,18.0,1
15183,,Barbados,13.1939,-59.5432,3/19/20,5,239.0,0
15184,,Belarus,53.7098,27.9534,3/19/20,51,750.0,0
15185,,Belgium,50.8333,4.0,3/19/20,1795,328.0,21
15186,,Benin,9.3077,2.3158,3/19/20,2,133.0,0
15187,,Bhutan,27.5142,90.4336,3/19/20,1,536.0,0
15188,,Bolivia,-16.2902,-63.5887,3/19/20,12,133.0,0
15189,,Bosnia and Herzegovina,43.9159,17.6791,3/19/20,63,1.0,0
15190,,Brazil,-14.235,-51.9253,3/19/20,621,73.0,6
15191,,Brunei,4.5353,114.7277,3/19/20,75,172.0,0
15192,,Bulgaria,42.7339,25.4858,3/19/20,94,1219.0,3
15193,,Burkina Faso,12.2383,-1.5616,3/19/20,33,3.0,1
15194,,Cabo Verde,16.5388,-23.0418,3/19/20,0,0.0,0
15195,,Cambodia,11.55,104.9167,3/19/20,37,0.0,0
15196,,Cameroon,3.848,11.5021,3/19/20,13,2.0,0
15197,Alberta,Canada,53.9333,-116.5765,3/19/20,119,1.0,0
15198,British Columbia,Canada,49.2827,-123.1207,3/19/20,231,5.0,7
15199,Grand Princess,Canada,37.6489,-122.6655,3/19/20,9,325.0,0
15200,Manitoba,Canada,53.7609,-98.8139,3/19/20,17,0.0,0
15201,New Brunswick,Canada,46.5653,-66.4619,3/19/20,11,3.0,0
15202,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/19/20,3,6.0,0
15203,Nova Scotia,Canada,44.682,-63.7443,3/19/20,14,0.0,0
15204,Ontario,Canada,51.2538,-85.3232,3/19/20,257,0.0,1
15205,Prince Edward Island,Canada,46.5107,-63.4168,3/19/20,2,1.0,0
15206,Quebec,Canada,52.9399,-73.5491,3/19/20,121,0.0,1
15207,Saskatchewan,Canada,52.9399,-106.4509,3/19/20,16,0.0,0
15208,,Central African Republic,6.6111,20.9394,3/19/20,1,0.0,0
15209,,Chad,15.4542,18.7322,3/19/20,1,3.0,0
15210,,Chile,-35.6751,-71.543,3/19/20,238,56.0,0
15211,Anhui,China,31.8257,117.2264,3/19/20,990,0.0,6
15212,Beijing,China,40.1824,116.4142,3/19/20,480,0.0,8
15213,Chongqing,China,30.0572,107.874,3/19/20,576,0.0,6
15214,Fujian,China,26.0789,117.9874,3/19/20,296,2.0,1
15215,Gansu,China,37.8099,101.0583,3/19/20,134,0.0,2
15216,Guangdong,China,23.3417,113.4244,3/19/20,1378,4.0,8
15217,Guangxi,China,23.8298,108.7881,3/19/20,253,0.0,2
15218,Guizhou,China,26.8154,106.8748,3/19/20,146,10.0,2
15219,Hainan,China,19.1959,109.7453,3/19/20,168,6.0,6
15220,Hebei,China,39.549,116.1306,3/19/20,318,0.0,6
15221,Heilongjiang,China,47.862,127.7615,3/19/20,483,0.0,13
15222,Henan,China,33.882,113.614,3/19/20,1273,0.0,22
15223,Hong Kong,China,22.3,114.2,3/19/20,208,0.0,4
15224,Hubei,China,30.9756,112.2707,3/19/20,67800,0.0,3130
15225,Hunan,China,27.6104,111.7088,3/19/20,1018,0.0,4
15226,Inner Mongolia,China,44.0935,113.9448,3/19/20,75,0.0,1
15227,Jiangsu,China,32.9711,119.455,3/19/20,631,0.0,0
15228,Jiangxi,China,27.614,115.7221,3/19/20,935,2200.0,1
15229,Jilin,China,43.6661,126.1923,3/19/20,93,0.0,1
15230,Liaoning,China,41.2956,122.6085,3/19/20,125,0.0,1
15231,Macau,China,22.1667,113.55,3/19/20,17,3.0,0
15232,Ningxia,China,37.2692,106.1655,3/19/20,75,266.0,0
15233,Qinghai,China,35.7452,95.9956,3/19/20,18,0.0,0
15234,Shaanxi,China,35.1917,108.8701,3/19/20,246,0.0,3
15235,Shandong,China,36.3427,118.1498,3/19/20,761,19.0,7
15236,Shanghai,China,31.202,121.4491,3/19/20,363,0.0,3
15237,Shanxi,China,37.5777,112.2922,3/19/20,133,0.0,0
15238,Sichuan,China,30.6171,102.7103,3/19/20,540,0.0,3
15239,Tianjin,China,39.3054,117.323,3/19/20,137,0.0,3
15240,Tibet,China,31.6927,88.0924,3/19/20,1,0.0,0
15241,Xinjiang,China,41.1129,85.2401,3/19/20,76,0.0,3
15242,Yunnan,China,24.974,101.487,3/19/20,176,0.0,2
15243,Zhejiang,China,29.1832,120.0934,3/19/20,1233,16.0,1
15244,,Colombia,4.5709,-74.2973,3/19/20,102,36.0,0
15245,,Congo (Brazzaville),-4.0383,21.7587,3/19/20,3,27.0,0
15246,,Congo (Kinshasa),-4.0383,21.7587,3/19/20,14,29.0,0
15247,,Costa Rica,9.7489,-83.7534,3/19/20,69,7931.0,1
15248,,Cote d'Ivoire,7.54,-5.5471,3/19/20,9,57.0,0
15249,,Croatia,45.1,15.2,3/19/20,105,5.0,1
15250,,Diamond Princess,0.0,0.0,3/19/20,712,37.0,7
15251,,Cuba,22.0,-80.0,3/19/20,11,7024.0,1
15252,,Cyprus,35.1264,33.4299,3/19/20,67,2.0,0
15253,,Czechia,49.8175,15.473,3/19/20,694,235.0,0
15254,Faroe Islands,Denmark,61.8926,-6.9118,3/19/20,72,1.0,0
15255,Greenland,Denmark,71.7069,-42.6043,3/19/20,2,0.0,0
15256,,Denmark,56.2639,9.5018,3/19/20,1151,0.0,6
15257,,Djibouti,11.8251,42.5903,3/19/20,1,2909.0,0
15258,,Dominican Republic,18.7357,-70.1627,3/19/20,34,27.0,2
15259,,Ecuador,-1.8312,-78.1834,3/19/20,199,0.0,3
15260,,Egypt,26.0,30.0,3/19/20,256,1.0,6
15261,,El Salvador,13.7942,-88.8965,3/19/20,1,8.0,0
15262,,Equatorial Guinea,1.5,10.0,3/19/20,6,0.0,0
15263,,Eritrea,15.1794,39.7823,3/19/20,0,0.0,0
15264,,Estonia,58.5953,25.0136,3/19/20,267,0.0,0
15265,,Eswatini,-26.5225,31.4659,3/19/20,1,1.0,0
15266,,Ethiopia,9.145,40.4897,3/19/20,6,6.0,0
15267,,Fiji,-17.7134,178.065,3/19/20,1,0.0,0
15268,,Finland,64.0,26.0,3/19/20,400,139.0,0
15269,French Guiana,France,3.9339,-53.1258,3/19/20,11,0.0,0
15270,French Polynesia,France,-17.6797,149.4068,3/19/20,6,0.0,0
15271,Guadeloupe,France,16.25,-61.5833,3/19/20,33,2.0,0
15272,Mayotte,France,-12.8275,45.1662,3/19/20,3,0.0,0
15273,New Caledonia,France,-20.9043,165.618,3/19/20,2,0.0,0
15274,Reunion,France,-21.1351,55.2471,3/19/20,14,4.0,0
15275,Saint Barthelemy,France,17.9,-62.8333,3/19/20,3,1.0,0
15276,St Martin,France,18.0708,-63.0501,3/19/20,4,1.0,0
15277,Martinique,France,14.6415,-61.0242,3/19/20,23,0.0,1
15278,,France,46.2276,2.2137,3/19/20,10871,0.0,243
15279,,Gabon,-0.8037,11.6094,3/19/20,1,3.0,0
15280,,Gambia,13.4432,-15.3101,3/19/20,1,0.0,0
15281,,Georgia,42.3154,43.3569,3/19/20,40,0.0,0
15282,,Germany,51.0,9.0,3/19/20,15320,1.0,44
15283,,Ghana,7.9465,-1.0232,3/19/20,11,0.0,0
15284,,Greece,39.0742,21.8243,3/19/20,418,0.0,6
15285,,Guatemala,15.7835,-90.2308,3/19/20,9,0.0,1
15286,,Guinea,9.9456,-9.6966,3/19/20,1,2.0,0
15287,,Guyana,5.0,-58.75,3/19/20,7,0.0,1
15288,,Haiti,18.9712,-72.2852,3/19/20,0,0.0,0
15289,,Holy See,41.9029,12.4534,3/19/20,1,0.0,0
15290,,Honduras,15.2,-86.2419,3/19/20,12,2.0,0
15291,,Hungary,47.1625,19.5033,3/19/20,73,1.0,1
15292,,Iceland,64.9631,-19.0208,3/19/20,330,1.0,1
15293,,India,21.0,78.0,3/19/20,194,17.0,4
15294,,Indonesia,-0.7893,113.9213,3/19/20,311,5.0,25
15295,,Iran,32.0,53.0,3/19/20,18407,0.0,1284
15296,,Iraq,33.0,44.0,3/19/20,192,0.0,13
15297,,Ireland,53.1424,-7.6921,3/19/20,557,0.0,3
15298,,Israel,31.0,35.0,3/19/20,427,1.0,0
15299,,Italy,43.0,12.0,3/19/20,41035,17.0,3405
15300,,Jamaica,18.1096,-77.2975,3/19/20,15,1.0,1
15301,,Japan,36.0,138.0,3/19/20,924,5.0,29
15302,,Jordan,31.24,36.51,3/19/20,69,33.0,0
15303,,Kazakhstan,48.0196,66.9237,3/19/20,44,64.0,0
15304,,Kenya,-0.0236,37.9062,3/19/20,7,16.0,0
15305,,"Korea, South",36.0,128.0,3/19/20,8565,0.0,91
15306,,Kuwait,29.5,47.75,3/19/20,148,0.0,0
15307,,Kyrgyzstan,41.2044,74.7661,3/19/20,3,0.0,0
15308,,Latvia,56.8796,24.6032,3/19/20,86,0.0,0
15309,,Lebanon,33.8547,35.8623,3/19/20,157,4.0,4
15310,,Liberia,6.4281,-9.4295,3/19/20,2,16.0,0
15311,,Liechtenstein,47.14,9.55,3/19/20,28,5.0,0
15312,,Lithuania,55.1694,23.8813,3/19/20,36,1.0,0
15313,,Luxembourg,49.8153,6.1296,3/19/20,335,0.0,4
15314,,Madagascar,-18.7669,46.8691,3/19/20,0,144.0,0
15315,,Malaysia,2.5,112.5,3/19/20,900,7.0,2
15316,,Maldives,3.2028,73.2207,3/19/20,13,0.0,0
15317,,Malta,35.9375,14.3754,3/19/20,53,0.0,0
15318,,Mauritania,21.0079,10.9408,3/19/20,2,0.0,0
15319,,Mauritius,-20.2,57.5,3/19/20,3,2575.0,0
15320,,Mexico,23.6345,-102.5528,3/19/20,164,3.0,1
15321,,Moldova,47.4116,28.3699,3/19/20,49,0.0,1
15322,,Monaco,43.7333,7.4167,3/19/20,7,0.0,0
15323,,Mongolia,46.8625,103.8467,3/19/20,6,16.0,0
15324,,Montenegro,42.5,19.3,3/19/20,3,131.0,0
15325,,Morocco,31.7917,-7.0926,3/19/20,63,0.0,2
15326,,Namibia,-22.9576,18.4904,3/19/20,3,28.0,0
15327,,Nepal,28.1667,84.25,3/19/20,1,0.0,0
15328,Aruba,Netherlands,12.5186,-70.0358,3/19/20,4,44.0,0
15329,Curacao,Netherlands,12.1696,-68.99,3/19/20,3,0.0,1
15330,Sint Maarten,Netherlands,18.0425,-63.0548,3/19/20,0,1.0,0
15331,,Netherlands,52.1326,5.2913,3/19/20,2460,1.0,76
15332,,New Zealand,-40.9006,174.886,3/19/20,28,1.0,0
15333,,Nicaragua,12.8654,-85.2072,3/19/20,1,0.0,0
15334,,Niger,17.6078,8.0817,3/19/20,0,0.0,0
15335,,Nigeria,9.082,8.6753,3/19/20,8,1.0,0
15336,,North Macedonia,41.6086,21.7453,3/19/20,48,38.0,0
15337,,Norway,60.472,8.4689,3/19/20,1746,0.0,7
15338,,Oman,21.0,57.0,3/19/20,48,0.0,0
15339,,Pakistan,30.3753,69.3451,3/19/20,454,0.0,2
15340,,Panama,8.538,-80.7821,3/19/20,109,2.0,1
15341,,Papua New Guinea,-6.315,143.9555,3/19/20,0,0.0,0
15342,,Paraguay,-23.4425,-58.4438,3/19/20,11,0.0,0
15343,,Peru,-9.19,-75.0152,3/19/20,234,65.0,0
15344,,Philippines,13.0,122.0,3/19/20,217,0.0,17
15345,,Poland,51.9194,19.1451,3/19/20,355,178.0,5
15346,,Portugal,39.3999,-8.2245,3/19/20,785,0.0,3
15347,,Qatar,25.3548,51.1839,3/19/20,460,15.0,0
15348,,Romania,45.9432,24.9668,3/19/20,277,17.0,0
15349,,Russia,60.0,90.0,3/19/20,199,0.0,1
15350,,Rwanda,-1.9403,29.8739,3/19/20,8,0.0,0
15351,,Saint Lucia,13.9094,-60.9789,3/19/20,2,17.0,0
15352,,Saint Vincent and the Grenadines,12.9843,-61.2872,3/19/20,1,0.0,0
15353,,San Marino,43.9424,12.4578,3/19/20,119,0.0,11
15354,,Saudi Arabia,24.0,45.0,3/19/20,274,0.0,0
15355,,Senegal,14.4974,-14.4524,3/19/20,31,0.0,0
15356,,Serbia,44.0165,21.0059,3/19/20,103,0.0,0
15357,,Seychelles,-4.6796,55.492,3/19/20,6,0.0,0
15358,,Singapore,1.2833,103.8333,3/19/20,345,0.0,0
15359,,Slovakia,48.669,19.699,3/19/20,123,0.0,1
15360,,Slovenia,46.1512,14.9955,3/19/20,286,0.0,1
15361,,Somalia,5.1521,46.1996,3/19/20,1,0.0,0
15362,,South Africa,-30.5595,22.9375,3/19/20,150,0.0,0
15363,,Spain,40.0,-4.0,3/19/20,17963,0.0,830
15364,,Sri Lanka,7.0,81.0,3/19/20,60,0.0,0
15365,,Sudan,12.8628,30.2176,3/19/20,2,0.0,1
15366,,Suriname,3.9193,-56.0278,3/19/20,1,0.0,0
15367,,Sweden,63.0,16.0,3/19/20,1439,0.0,11
15368,,Switzerland,46.8182,8.2275,3/19/20,4075,0.0,41
15369,,Taiwan*,23.7,121.0,3/19/20,108,0.0,1
15370,,Tanzania,-6.369,34.8888,3/19/20,6,0.0,0
15371,,Thailand,15.0,101.0,3/19/20,272,0.0,1
15372,,Togo,8.6195,0.8248,3/19/20,1,1.0,0
15373,,Trinidad and Tobago,10.6918,-61.2225,3/19/20,9,2.0,0
15374,,Tunisia,34.0,9.0,3/19/20,39,65.0,1
15375,,Turkey,38.9637,35.2433,3/19/20,192,1.0,3
15376,,Uganda,1.0,32.0,3/19/20,0,0.0,0
15377,,Ukraine,48.3794,31.1656,3/19/20,16,0.0,2
15378,,United Arab Emirates,24.0,54.0,3/19/20,140,3.0,0
15379,Bermuda,United Kingdom,32.3078,-64.7505,3/19/20,2,2.0,0
15380,Cayman Islands,United Kingdom,19.3133,-81.2546,3/19/20,3,0.0,1
15381,Channel Islands,United Kingdom,49.3723,-2.3644,3/19/20,11,4.0,0
15382,Gibraltar,United Kingdom,36.1408,-5.3536,3/19/20,10,0.0,0
15383,Isle of Man,United Kingdom,54.2361,-4.5481,3/19/20,0,8.0,0
15384,Montserrat,United Kingdom,16.7425,-62.1874,3/19/20,1,3.0,0
15385,,United Kingdom,55.3781,-3.4360000000000004,3/19/20,2689,3.0,158
15386,,Uruguay,-32.5228,-55.7658,3/19/20,94,70.0,0
15387,,US,37.0902,-95.7129,3/19/20,13747,0.0,258
15388,,Uzbekistan,41.3775,64.5853,3/19/20,23,9.0,0
15389,,Venezuela,6.4238,-66.5897,3/19/20,42,10.0,0
15390,,Vietnam,16.0,108.0,3/19/20,85,0.0,0
15391,,Zambia,-15.4167,28.2833,3/19/20,2,149.0,0
15392,,Zimbabwe,-20.0,30.0,3/19/20,0,3.0,0
15393,Diamond Princess,Canada,0.0,0.0,3/19/20,0,0.0,0
15394,,Dominica,15.415,-61.371,3/19/20,0,15.0,0
15395,,Grenada,12.1165,-61.679,3/19/20,0,263.0,0
15396,,Mozambique,-18.665695,35.529562,3/19/20,0,0.0,0
15397,,Syria,34.802075,38.99681500000001,3/19/20,0,0.0,0
15398,,Timor-Leste,-8.874217,125.727539,3/19/20,0,0.0,0
15399,,Belize,13.1939,-59.5432,3/19/20,0,0.0,0
15400,Recovered,Canada,0.0,0.0,3/19/20,0,2.0,0
15401,,Laos,19.85627,102.495496,3/19/20,0,2.0,0
15402,,Libya,26.3351,17.228331,3/19/20,0,2.0,0
15403,,West Bank and Gaza,31.9522,35.2332,3/19/20,44,3.0,0
15404,,Guinea-Bissau,11.8037,-15.1804,3/19/20,0,5.0,0
15405,,Mali,17.570692,-3.996166000000001,3/19/20,0,0.0,0
15406,,Saint Kitts and Nevis,17.357822,-62.782998,3/19/20,0,1.0,0
15407,Northwest Territories,Canada,64.8255,-124.8457,3/19/20,0,0.0,0
15408,Yukon,Canada,64.2823,-135.0,3/19/20,0,10.0,0
15409,,Kosovo,42.602636,20.902977,3/19/20,0,0.0,0
15410,,Burma,21.9162,95.956,3/19/20,0,0.0,0
15411,Anguilla,United Kingdom,18.2206,-63.0686,3/19/20,0,8.0,0
15412,British Virgin Islands,United Kingdom,18.4207,-64.64,3/19/20,0,984.0,0
15413,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/19/20,0,400.0,0
15414,,MS Zaandam,0.0,0.0,3/19/20,0,570.0,0
15415,,Botswana,-22.3285,24.6849,3/19/20,0,295.0,0
15416,,Burundi,-3.3731,29.9189,3/19/20,0,114.0,0
15417,,Sierra Leone,8.460555000000001,-11.779889,3/19/20,0,1332.0,0
15418,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/19/20,0,250.0,0
15419,,Malawi,-13.254307999999998,34.301525,3/19/20,0,144.0,0
15420,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/19/20,0,161.0,0
15421,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/19/20,0,310.0,0
15422,,South Sudan,6.877000000000002,31.307,3/19/20,0,465.0,0
15423,,Western Sahara,24.2155,-12.8858,3/19/20,0,1250.0,0
15424,,Sao Tome and Principe,0.18636,6.613081,3/19/20,0,100.0,0
15425,,Yemen,15.552727,48.516388,3/19/20,0,59879.0,0
15426,,Comoros,-11.6455,43.3333,3/19/20,0,1014.0,0
15427,,Tajikistan,38.861034,71.276093,3/19/20,0,74.0,0
15428,,Afghanistan,33.0,65.0,3/20/20,24,631.0,0
